2025-06-30 12:07:00.610 [main] INFO  com.itheima.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.14 with PID 22948 (/Users/zhoushihao/IdeaProjects/web-ai-project02/tlias-web-management/target/classes started by zhoushihao in /Users/zhoushihao/IdeaProjects/web-ai-project02)
2025-06-30 12:07:00.614 [main] INFO  com.itheima.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-06-30 12:07:01.689 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-06-30 12:07:01.697 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-06-30 12:07:01.698 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-06-30 12:07:01.699 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.40]
2025-06-30 12:07:01.727 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-06-30 12:07:01.727 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1064 ms
2025-06-30 12:07:02.208 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2025-06-30 12:07:02.240 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-06-30 12:07:02.250 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-06-30 12:07:02.263 [main] INFO  com.itheima.TliasWebManagementApplication - Started TliasWebManagementApplication in 2.055 seconds (process running for 2.69)
2025-06-30 12:07:02.836 [RMI TCP Connection(4)-127.0.0.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-06-30 12:07:02.837 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-06-30 12:07:02.837 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-06-30 12:07:02.838 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-06-30 12:07:03.029 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@3fa7a3c4
2025-06-30 12:07:03.032 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-06-30 12:08:29.092 [http-nio-8080-exec-3] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 12:08:32.038 [http-nio-8080-exec-4] INFO  com.itheima.controller.DeptController - 检索id为6的部门数据
2025-06-30 12:08:36.500 [http-nio-8080-exec-5] INFO  com.itheima.controller.DeptController - 修改id为6的部门名称为运维部01
2025-06-30 12:08:36.528 [http-nio-8080-exec-6] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 12:09:44.132 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-06-30 12:09:44.138 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-06-30 12:09:44.142 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-06-30 12:09:44.146 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-06-30 12:09:46.467 [main] INFO  com.itheima.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.14 with PID 22982 (/Users/zhoushihao/IdeaProjects/web-ai-project02/tlias-web-management/target/classes started by zhoushihao in /Users/zhoushihao/IdeaProjects/web-ai-project02)
2025-06-30 12:09:46.469 [main] INFO  com.itheima.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-06-30 12:09:47.123 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-06-30 12:09:47.131 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-06-30 12:09:47.132 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-06-30 12:09:47.132 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.40]
2025-06-30 12:09:47.157 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-06-30 12:09:47.158 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 663 ms
2025-06-30 12:09:47.631 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2025-06-30 12:09:47.662 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-06-30 12:09:47.673 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-06-30 12:09:47.685 [main] INFO  com.itheima.TliasWebManagementApplication - Started TliasWebManagementApplication in 1.452 seconds (process running for 2.004)
2025-06-30 12:09:47.843 [RMI TCP Connection(4)-127.0.0.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-06-30 12:09:47.843 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-06-30 12:09:47.843 [RMI TCP Connection(3)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-06-30 12:09:47.844 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-06-30 12:09:48.024 [RMI TCP Connection(3)-127.0.0.1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@2a0c8d81
2025-06-30 12:09:48.026 [RMI TCP Connection(3)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-06-30 12:09:49.355 [http-nio-8080-exec-1] INFO  com.itheima.controller.DeptController - 检索id为6的部门数据
2025-06-30 12:09:52.767 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController - 修改id为6的部门名称为运维部
2025-06-30 12:09:52.784 [http-nio-8080-exec-3] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 12:10:09.371 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-06-30 12:10:09.377 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
2025-06-30 12:10:09.381 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
2025-06-30 12:10:09.384 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
2025-06-30 14:09:55.433 [main] INFO  com.itheima.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.14 with PID 23842 (/Users/zhoushihao/IdeaProjects/web-ai-project02/tlias-web-management/target/classes started by zhoushihao in /Users/zhoushihao/IdeaProjects/web-ai-project02)
2025-06-30 14:09:55.435 [main] INFO  com.itheima.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-06-30 14:09:56.140 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat initialized with port 8080 (http)
2025-06-30 14:09:56.148 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2025-06-30 14:09:56.149 [main] INFO  org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-06-30 14:09:56.150 [main] INFO  org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.40]
2025-06-30 14:09:56.176 [main] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-06-30 14:09:56.177 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 711 ms
2025-06-30 14:09:56.658 [main] INFO  o.s.b.actuate.endpoint.web.EndpointLinksResolver - Exposing 1 endpoint beneath base path '/actuator'
2025-06-30 14:09:56.692 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2025-06-30 14:09:56.703 [main] INFO  o.s.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port 8080 (http) with context path '/'
2025-06-30 14:09:56.716 [main] INFO  com.itheima.TliasWebManagementApplication - Started TliasWebManagementApplication in 1.534 seconds (process running for 2.169)
2025-06-30 14:09:57.202 [RMI TCP Connection(4)-127.0.0.1] INFO  o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-06-30 14:09:57.202 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2025-06-30 14:09:57.203 [RMI TCP Connection(4)-127.0.0.1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
2025-06-30 14:09:57.202 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-06-30 14:09:57.394 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@37da42b2
2025-06-30 14:09:57.404 [RMI TCP Connection(1)-127.0.0.1] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-06-30 14:10:02.933 [http-nio-8080-exec-1] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:10:17.213 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:10:29.174 [http-nio-8080-exec-3] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:10:38.496 [http-nio-8080-exec-4] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:10:46.722 [http-nio-8080-exec-5] INFO  com.itheima.controller.DeptController - 添加部门技术部
2025-06-30 14:10:46.742 [http-nio-8080-exec-6] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:12:51.614 [http-nio-8080-exec-7] INFO  com.itheima.controller.DeptController - 删除id为14的部门
2025-06-30 14:12:51.640 [http-nio-8080-exec-8] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:24.673 [http-nio-8080-exec-9] INFO  com.itheima.controller.DeptController - 添加部门技术部
2025-06-30 14:13:24.698 [http-nio-8080-exec-10] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:32.282 [http-nio-8080-exec-1] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:39.120 [http-nio-8080-exec-2] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:46.164 [http-nio-8080-exec-3] INFO  com.itheima.controller.DeptController - 添加部门运营部
2025-06-30 14:13:46.175 [http-nio-8080-exec-4] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:51.533 [http-nio-8080-exec-5] INFO  com.itheima.controller.DeptController - 添加部门策划部
2025-06-30 14:13:51.549 [http-nio-8080-exec-6] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:13:58.118 [http-nio-8080-exec-7] INFO  com.itheima.controller.DeptController - 添加部门发行部
2025-06-30 14:13:58.127 [http-nio-8080-exec-8] INFO  com.itheima.controller.DeptController - 检索全部部门数据
2025-06-30 14:49:20.899 [SpringApplicationShutdownHook] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Commencing graceful shutdown. Waiting for active requests to complete
2025-06-30 14:49:20.910 [tomcat-shutdown] INFO  o.s.boot.web.embedded.tomcat.GracefulShutdown - Graceful shutdown complete
